GeneName,GeneId,CHR,NumVariants,LOF,Ancestral,NumNull,NumUpstream,NumSynonymous,NumStopLost,NumStopGain,NumStartLost,NumSpliceRegion,NumSpliceDonor,NumSpliceAcceptor,NumMissense,NumIntronic,NumInframeIndel,NumFrameshift,NumDownstream,Num3UTR,Num5UTR,MinPos,MaxPos
ALDH4A1,ENSG00000159423,1,188,3,12,0,2,21,0,0,0,1,0,0,26,120,0,3,0,2,13,18872753,18902598
IFFO2,ENSG00000169991,1,112,0,2,0,0,19,0,0,0,1,0,0,18,69,3,0,0,2,0,18908483,18956264
UBR4,ENSG00000127481,1,778,1,20,0,64,108,0,1,0,23,0,0,132,418,1,0,11,12,8,19074822,19210339
EMC1,ENSG00000127463,1,159,0,7,0,0,22,0,0,0,7,0,0,37,59,0,0,29,5,0,19219202,19245093
MRTO4,ENSG00000053372,1,80,0,6,0,1,4,0,0,0,4,0,0,5,29,0,0,27,1,9,19251502,19262527
AKR7A3,ENSG00000162482,1,99,2,7,0,0,15,0,1,0,2,1,0,35,32,0,0,0,6,7,19282649,19288806
AKR7A2,ENSG00000053371,1,29,0,1,0,0,5,0,0,0,0,0,0,8,15,1,0,0,0,0,19304291,19307317
PQLC2,ENSG00000040487,1,175,0,7,0,56,15,0,0,0,1,0,0,14,81,0,0,0,4,4,19307362,19328687
CAPZB,ENSG00000077549,1,112,0,4,0,7,2,0,0,0,1,0,0,5,61,0,0,0,6,30,19339438,19485520
MINOS1,ENSG00000173436,1,48,0,3,0,2,3,0,0,0,0,0,0,0,35,0,0,0,4,4,19596946,19626501
NBL1,ENSG00000158747,1,92,1,3,0,25,6,0,0,0,3,1,0,10,13,0,0,0,3,31,19643216,19657165
HTR6,ENSG00000158748,1,78,1,1,0,0,26,0,0,0,0,0,0,20,13,0,1,14,4,0,19665759,19683509
TMCO4,ENSG00000162542,1,104,2,4,0,0,16,0,2,0,1,0,0,28,57,0,0,0,0,0,19694334,19780741
RNF186,ENSG00000178828,1,33,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,2,8,19814351,19815195
OTUD3,ENSG00000169914,1,75,0,2,0,17,7,0,0,0,6,0,0,13,27,0,0,0,4,1,19882203,19907839
PLA2G2E,ENSG00000188784,1,52,0,2,0,2,4,0,0,0,6,0,0,12,21,0,0,0,5,2,19920227,19923643
PLA2G2A,ENSG00000188257,1,41,1,1,0,0,4,0,1,0,0,0,0,5,24,0,0,0,2,5,19975641,19978839
PLA2G5,ENSG00000127472,1,58,1,1,0,14,3,0,0,0,0,0,0,9,23,0,1,0,0,8,20068867,20090677
PLA2G2D,ENSG00000117215,1,39,0,2,0,2,4,0,0,0,1,0,0,11,19,0,0,0,2,0,20114021,20119575
PLA2G2F,ENSG00000158786,1,52,0,2,0,0,8,0,0,0,0,0,0,11,23,0,0,0,5,5,20139334,20148481
PLA2G2C,ENSG00000187980,1,22,3,3,0,0,2,0,1,0,0,0,0,3,11,0,2,0,3,0,20163894,20175172
UBXN10,ENSG00000162543,1,22,2,1,0,0,4,0,2,0,0,0,0,10,2,0,0,0,4,0,20190491,20191472
VWA5B1,ENSG00000158816,1,272,5,3,0,0,34,0,3,0,9,0,1,90,125,0,1,0,7,2,20310509,20354316
CAMK2N1,ENSG00000162545,1,12,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,2,5,20483557,20485467
MUL1,ENSG00000090432,1,55,2,4,0,0,5,0,1,0,3,0,0,18,14,0,1,0,4,9,20500647,20508120
FAM43B,ENSG00000183114,1,37,0,0,0,0,12,0,0,0,0,0,0,17,0,3,0,0,2,3,20552908,20553994
CDA,ENSG00000158825,1,38,0,3,0,0,6,0,0,0,0,0,0,10,18,0,0,0,1,3,20589038,20618627
PINK1,ENSG00000158828,1,176,1,4,0,0,19,0,0,0,3,1,0,36,51,0,0,57,3,6,20633479,20656138
KIF17,ENSG00000117245,1,304,2,13,0,28,56,0,1,0,6,0,0,63,95,0,1,30,10,14,20660841,20723003
SH2D5,ENSG00000189410,1,59,2,1,0,0,6,0,0,2,1,0,0,17,31,0,0,0,0,2,20723531,20728142
HP1BP3,ENSG00000127483,1,134,0,1,0,12,18,0,0,0,7,0,0,10,61,0,0,15,4,7,20744774,20780443
EIF4G3,ENSG00000075151,1,318,2,8,0,0,39,0,0,0,8,2,0,45,217,0,0,1,4,2,20807295,21002807
ECE1,ENSG00000117298,1,157,0,2,0,10,19,0,0,0,6,0,0,31,80,0,0,0,1,10,21219930,21345474
NBPF3,ENSG00000142794,1,156,6,0,0,24,8,0,3,0,7,0,0,40,67,2,3,0,1,1,21445230,21483431
ALPL,ENSG00000162551,1,106,1,8,0,0,13,0,0,0,2,0,0,15,62,0,1,0,8,5,21554016,21577714
RAP1GAP,ENSG00000076864,1,236,2,10,0,26,30,0,0,0,13,0,1,24,138,0,1,0,1,2,21597636,21669575
USP48,ENSG00000090686,1,206,6,1,0,2,33,0,0,0,6,0,1,24,115,1,5,1,12,6,21679343,21783029
LDLRAD2,ENSG00000187942,1,31,2,1,0,0,4,0,1,0,1,0,0,11,11,0,1,0,0,2,21812357,21816157
HSPG2,ENSG00000142798,1,970,3,19,0,3,147,0,1,0,44,0,1,232,503,1,1,27,5,5,21821375,21937314
CELA3B,ENSG00000219073,1,149,2,8,0,7,19,0,0,0,5,0,2,29,84,0,0,0,1,2,21976963,21989342
CELA3A,ENSG00000142789,1,135,1,13,0,6,20,0,0,0,5,1,0,31,35,1,0,28,7,1,22001577,22012508
CDC42,ENSG00000070831,1,95,0,3,0,0,12,0,0,0,2,0,0,0,35,0,0,6,37,3,22078386,22091608
WNT4,ENSG00000162552,1,73,0,1,0,2,21,0,0,0,0,0,0,11,35,0,0,0,3,1,22119953,22143018
ZBTB40,ENSG00000184677,1,156,0,4,0,0,33,0,0,0,9,0,0,28,83,1,0,0,1,1,22489874,22526411
EPHA8,ENSG00000070886,1,224,0,9,0,0,33,0,0,0,6,0,0,54,108,0,0,11,12,0,22569193,22601797
C1QA,ENSG00000173372,1,7,0,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,22637572,22637873
C1QC,ENSG00000159189,1,71,0,1,0,37,8,0,0,0,0,0,0,5,12,1,0,0,4,4,22638828,22647809
C1QB,ENSG00000173369,1,28,0,1,0,0,6,0,0,0,0,0,0,11,8,0,0,0,2,1,22659346,22661465
EPHB2,ENSG00000133216,1,195,4,5,0,3,41,0,2,0,2,0,1,30,83,0,1,16,16,0,22774606,22913970
LACTBL1,ENSG00000215906,1,80,1,3,0,0,23,0,1,0,2,0,0,36,15,1,0,2,0,0,22952974,22965246
C1orf234,ENSG00000227868,1,23,0,0,0,0,2,0,0,0,1,0,0,2,18,0,0,0,0,0,23010968,23014255
KDM1A,ENSG00000004487,1,139,0,4,0,0,21,0,0,0,5,0,0,12,97,2,0,0,0,2,23019522,23083310
LUZP1,ENSG00000169641,1,83,2,4,0,0,31,0,0,0,0,0,0,42,1,0,2,0,4,3,23088841,23094432
HTR1D,ENSG00000179546,1,31,1,0,0,0,7,0,0,0,0,0,0,15,0,0,1,0,8,0,23193015,23194212
HNRNPR,ENSG00000125944,1,118,0,2,0,3,35,0,0,0,2,0,0,8,58,0,0,0,12,0,23310373,23341061
ZNF436,ENSG00000125945,1,66,0,1,0,0,33,0,0,0,0,0,0,14,10,0,0,0,5,4,23361878,23368050
TCEA3,ENSG00000204219,1,97,2,6,0,0,9,0,1,0,3,1,0,12,70,0,0,0,0,1,23383348,23419211
ASAP3,ENSG00000088280,1,174,3,2,0,29,9,0,2,0,6,0,0,31,81,0,1,8,3,4,23424495,23484230
E2F2,ENSG00000007968,1,74,1,2,0,0,20,0,0,0,1,0,0,15,32,0,1,0,3,2,23509847,23530857
ID3,ENSG00000117318,1,39,0,2,0,0,9,0,0,0,0,0,0,8,9,0,0,0,2,11,23558953,23559517
RPL11,ENSG00000142676,1,44,0,2,0,2,3,0,0,0,1,0,0,2,32,0,0,1,0,3,23691734,23696433
TCEB3,ENSG00000011007,1,104,0,3,0,0,23,0,0,0,0,0,0,37,38,0,0,0,2,4,23743369,23759663
PITHD1,ENSG00000057757,1,44,0,4,0,0,14,0,0,0,1,0,0,5,15,0,0,0,0,9,23778416,23785836
LYPLA2,ENSG00000011009,1,162,0,1,0,40,5,0,0,0,1,0,0,11,18,0,0,82,5,0,23786237,23799088
HMGCL,ENSG00000117305,1,56,1,2,0,5,7,0,0,0,0,0,0,10,29,0,1,0,3,1,23802371,23825506
FUCA1,ENSG00000179163,1,76,0,2,0,9,8,0,0,0,1,0,0,20,34,0,0,0,3,1,23845646,23868372
CNR2,ENSG00000188822,1,28,0,7,0,0,15,0,0,0,0,0,0,9,0,0,0,0,3,1,23874479,23875628
SRSF10,ENSG00000188529,1,229,1,4,0,0,15,0,0,0,13,0,0,5,52,1,1,46,86,10,23961374,23980345
MYOM3,ENSG00000142661,1,374,2,16,0,32,45,0,1,0,14,0,0,100,179,0,1,0,1,1,24057329,24108685
IL22RA1,ENSG00000142677,1,83,0,4,0,3,15,0,0,0,0,0,0,31,32,0,0,0,2,0,24120718,24143179
IFNLR1,ENSG00000185436,1,99,1,4,0,2,15,0,0,0,1,1,0,22,20,0,0,34,4,0,24157081,24187286
GRHL3,ENSG00000158055,1,163,0,6,0,4,17,0,0,0,5,0,0,33,94,0,0,0,0,10,24319463,24350217
STPG1,ENSG00000001460,1,113,2,4,0,23,9,0,1,0,1,0,1,17,49,0,0,8,2,2,24354322,24419715
NIPAL3,ENSG00000001461,1,101,1,4,0,0,10,0,0,0,5,1,0,11,40,0,0,10,24,0,24440089,24469212
RCAN3,ENSG00000117602,1,50,1,2,0,2,3,0,1,0,0,0,0,12,25,0,0,0,6,1,24514278,24535375
NCMAP,ENSG00000184454,1,30,0,2,0,0,4,0,0,0,0,0,0,4,18,0,0,0,4,0,24595332,24605834
SRRM1,ENSG00000133226,1,179,0,2,0,0,34,0,0,0,4,0,0,28,105,2,0,0,5,1,24643291,24672361
CLIC4,ENSG00000169504,1,57,0,1,0,0,11,0,0,0,4,0,0,5,25,0,0,0,6,6,24745478,24841036
RUNX3,ENSG00000020633,1,108,1,2,0,20,22,0,0,0,3,1,0,15,30,0,0,0,7,10,24902022,24964789
SYF2,ENSG00000117614,1,62,1,2,0,1,8,0,0,0,5,0,0,10,33,0,1,0,3,1,25223207,25232533
RSRP1,ENSG00000117616,1,71,3,1,0,0,3,0,0,0,6,0,0,9,4,1,3,12,31,2,25242572,25247027
RHD,ENSG00000187010,1,164,5,15,0,0,18,0,2,0,5,0,1,53,69,0,2,0,13,1,25272537,25329236
TMEM50A,ENSG00000183726,1,45,1,1,0,0,2,0,0,0,2,1,0,6,28,0,0,5,1,0,25340444,25362596
RHCE,ENSG00000188672,1,136,3,13,0,8,11,0,1,2,4,0,0,39,70,0,0,0,0,1,25370419,25431269
TMEM57,ENSG00000204178,1,138,0,2,0,0,52,0,0,0,5,0,0,7,74,0,0,0,0,0,25446731,25498430
LDLRAP1,ENSG00000157978,1,80,1,2,0,0,8,0,0,0,3,0,0,11,46,0,1,0,3,8,25543616,25567055
MAN1C1,ENSG00000117643,1,113,0,7,0,0,15,0,0,0,3,0,0,17,68,0,0,0,8,2,25617714,25783868
SEPN1,ENSG00000162430,1,131,6,4,0,39,21,0,2,1,1,0,2,32,27,1,1,0,0,4,25800132,25814274
MTFR1L,ENSG00000117640,1,145,2,4,0,14,13,0,1,0,2,0,1,16,5,0,0,79,9,5,25815462,25837632
AUNIP,ENSG00000127423,1,51,0,0,0,37,0,0,0,0,0,0,0,2,2,0,0,0,0,10,25859199,25863905
STMN1,ENSG00000117632,1,77,1,0,0,0,13,0,0,0,2,0,0,3,40,0,1,2,16,0,25885631,25904827
PAFAH2,ENSG00000158006,1,70,2,1,0,0,6,0,1,0,3,0,0,17,38,0,1,0,3,1,25961892,25990892
EXTL1,ENSG00000158008,1,146,2,2,0,0,20,0,1,0,2,1,0,48,47,2,0,21,3,1,26022618,26040006
SLC30A2,ENSG00000158014,1,61,0,2,0,21,5,0,0,0,0,0,0,11,18,0,0,0,0,6,26041600,26047154
TRIM63,ENSG00000158022,1,56,1,5,0,0,7,0,0,0,3,0,0,8,29,0,1,0,6,2,26051776,26067592
PDIK1L,ENSG00000175087,1,48,0,0,0,0,24,0,0,0,0,0,0,6,8,0,0,0,9,1,26114227,26122639
FAM110D,ENSG00000197245,1,20,1,0,0,0,6,1,0,0,0,0,0,10,0,0,0,0,3,0,26161339,26162196
RP11-96L14.8,ENSG00000282872,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26161963,26161963
ZNF593,ENSG00000142684,1,48,0,2,0,20,3,0,0,0,0,0,0,10,5,0,0,0,3,7,26165638,26170796
CNKSR1,ENSG00000142675,1,200,6,2,0,0,21,0,1,0,7,0,1,37,81,1,4,44,0,3,26177488,26193986
CATSPER4,ENSG00000188782,1,63,1,7,0,0,10,0,0,0,2,1,0,13,33,0,0,0,4,0,26197587,26202630
CEP85,ENSG00000130695,1,244,2,6,0,0,23,0,1,0,4,0,0,34,56,1,1,123,1,0,26239696,26283023
SH3BGRL3,ENSG00000142669,1,61,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,26284079,26286126
UBXN11,ENSG00000158062,1,100,3,2,0,33,6,0,0,0,4,1,0,9,44,0,2,0,0,1,26294116,26322397
CD52,ENSG00000169442,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,26324059,26324401
AIM1L,ENSG00000176092,1,228,3,7,0,4,56,0,1,0,5,0,0,80,78,1,2,0,0,1,26328146,26346738
ZNF683,ENSG00000176083,1,90,5,5,0,7,11,0,0,1,4,1,0,23,38,0,3,0,0,2,26361667,26374337
LIN28A,ENSG00000131914,1,22,0,1,0,0,6,0,0,0,0,0,0,0,9,0,0,0,2,5,26410793,26426501
DHDDS,ENSG00000117682,1,101,2,0,0,0,7,0,1,0,0,0,0,16,27,0,1,47,1,1,26432915,26475246
RPS6KA1,ENSG00000117676,1,168,1,12,0,18,14,0,1,0,6,0,0,15,97,0,0,0,7,10,26529853,26574275
ARID1A,ENSG00000117713,1,419,2,5,0,39,188,0,1,1,5,0,0,73,55,14,0,13,10,20,26695193,26780793
PIGV,ENSG00000060642,1,24,0,0,0,0,5,0,0,0,1,0,0,15,2,0,0,0,1,0,26794040,26797845
ZDHHC18,ENSG00000204160,1,64,2,1,0,5,8,0,0,0,1,0,2,15,23,5,0,0,0,5,26826705,26853836
SFN,ENSG00000175793,1,29,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,4,2,26863148,26864034
GPN2,ENSG00000142751,1,96,1,1,0,42,26,0,0,0,2,0,0,14,4,0,1,5,0,2,26879680,26894498
GPATCH3,ENSG00000198746,1,27,1,0,0,4,4,0,0,0,0,0,0,15,3,0,1,0,0,0,26897220,26900524
NR0B2,ENSG00000131910,1,30,2,0,0,0,5,0,0,1,0,0,0,18,4,0,1,0,1,0,26911767,26913938
NUDC,ENSG00000090273,1,99,0,0,0,0,10,0,0,0,2,0,0,10,29,1,0,33,1,13,26921754,26951829
KDF1,ENSG00000175707,1,18,1,0,0,0,1,0,1,0,0,0,0,14,1,0,0,0,0,1,26951909,26952421
TRNP1,ENSG00000253368,1,38,0,0,0,4,8,0,0,0,0,0,0,13,0,2,0,0,2,9,26993700,26994552
FAM46B,ENSG00000158246,1,39,0,1,0,0,14,0,0,0,0,0,0,13,6,0,0,0,1,5,27005906,27012737
SLC9A1,ENSG00000090020,1,132,0,3,0,0,37,0,0,0,8,0,0,25,26,0,0,29,5,2,27100247,27154431
WDTC1,ENSG00000142784,1,100,0,1,0,0,27,0,0,0,5,0,0,13,53,0,0,0,1,1,27260990,27306386
TMEM222,ENSG00000186501,1,81,2,1,0,1,6,0,0,0,2,0,1,15,25,3,1,9,15,3,27322098,27335549
SYTL1,ENSG00000142765,1,69,2,1,0,3,6,0,0,0,3,1,0,11,36,0,1,0,0,8,27342257,27350161
MAP3K6,ENSG00000142733,1,246,4,14,0,23,22,0,1,0,10,0,1,59,84,1,2,38,1,4,27350328,27371057
FCN3,ENSG00000142748,1,48,3,0,0,19,2,0,0,0,4,1,0,5,14,0,2,0,0,1,27373135,27379776
CD164L2,ENSG00000174950,1,35,1,3,0,0,3,0,1,0,1,0,0,4,13,0,0,0,9,4,27379826,27383303
GPR3,ENSG00000181773,1,41,0,0,0,0,24,0,0,0,0,0,0,15,0,0,0,0,2,0,27393877,27394891
WASF2,ENSG00000158195,1,75,1,1,0,0,11,0,0,0,1,0,1,16,40,2,0,0,0,4,27408317,27428988
AHDC1,ENSG00000126705,1,175,9,4,0,0,98,0,0,0,0,0,0,52,4,6,9,0,3,3,27547241,27552274
FGR,ENSG00000000938,1,60,0,2,0,0,13,0,0,0,1,0,0,10,30,0,0,0,3,3,27612835,27624001
IFI6,ENSG00000126709,1,26,0,0,0,0,3,0,0,0,1,0,0,4,8,0,0,0,9,1,27666289,27669392
FAM76A,ENSG00000009780,1,64,0,1,0,0,7,0,0,0,2,0,0,8,36,0,0,5,0,6,27725981,27760541
STX12,ENSG00000117758,1,55,0,1,0,0,6,0,0,0,2,0,0,8,35,0,0,0,3,1,27773272,27822421
PPP1R8,ENSG00000117751,1,83,0,2,0,0,35,0,0,0,1,0,0,2,26,0,0,0,8,11,27830855,27850535
THEMIS2,ENSG00000130775,1,69,1,3,0,1,13,0,1,0,0,0,0,25,24,0,0,0,2,3,27872526,27886006
RPA2,ENSG00000117748,1,66,1,0,0,0,9,0,0,0,1,0,0,14,29,0,1,0,1,11,27892134,27914685
SMPDL3B,ENSG00000130768,1,115,1,3,0,0,9,0,1,0,4,0,0,24,41,0,0,19,10,7,27935089,27963720
XKR8,ENSG00000158156,1,26,2,1,0,1,3,0,1,0,0,0,0,12,6,0,1,0,2,0,27955719,27967261
EYA3,ENSG00000158161,1,140,0,2,0,0,15,0,0,0,3,0,0,12,99,0,0,9,0,2,27974594,28058068
PTAFR,ENSG00000169403,1,28,0,1,0,0,5,0,0,0,0,0,0,18,1,0,0,0,4,0,28149904,28151071
DNAJC8,ENSG00000126698,1,94,1,2,0,44,6,0,0,0,4,1,0,5,30,0,0,0,1,3,28201198,28238021
ATPIF1,ENSG00000130770,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28238027,28238061
SESN2,ENSG00000130766,1,86,0,1,0,0,20,0,0,0,5,0,0,22,37,0,0,0,0,2,28259774,28280789
MED18,ENSG00000130772,1,28,2,1,0,0,2,0,0,0,2,0,0,11,5,0,2,0,3,3,28330574,28335062
PHACTR4,ENSG00000204138,1,106,2,3,0,1,13,0,0,1,4,0,0,29,48,1,1,0,2,6,28407402,28496628
RCC1,ENSG00000180198,1,64,1,0,0,0,10,0,0,0,4,0,1,11,33,0,0,0,5,0,28529804,28538091
TRNAU1AP,ENSG00000180098,1,70,0,0,0,6,2,0,0,0,2,0,0,5,50,0,0,0,3,2,28553039,28577681
RAB42,ENSG00000188060,1,33,1,1,0,0,5,0,1,0,0,0,0,6,17,0,0,0,2,2,28592433,28594203
TAF12,ENSG00000120656,1,55,0,2,0,10,10,0,0,0,5,0,0,2,14,0,0,0,3,11,28603441,28643199
GMEB1,ENSG00000162419,1,117,0,3,0,0,15,0,0,0,5,0,0,18,76,0,0,0,3,0,28683525,28714873
YTHDF2,ENSG00000198492,1,119,0,2,0,0,60,0,0,0,5,0,0,14,26,1,0,0,2,11,28737041,28769005
OPRD1,ENSG00000116329,1,60,1,5,0,0,16,0,1,0,3,0,0,13,13,0,0,7,1,6,28812294,28872471
EPB41,ENSG00000159023,1,271,0,4,0,25,16,0,0,0,5,0,0,27,121,0,0,73,2,2,28887231,29121822
SRSF4,ENSG00000116350,1,52,0,2,0,0,5,0,0,0,3,0,0,14,16,1,0,0,4,9,29148352,29181851
MECR,ENSG00000116353,1,95,2,5,0,3,9,0,1,0,7,1,0,17,56,0,0,0,0,1,29194030,29230965
PTPRU,ENSG00000060656,1,286,0,4,0,0,61,0,0,0,6,0,0,44,166,2,0,0,0,7,29236547,29325556
MATN1,ENSG00000162510,1,88,0,3,0,3,12,0,0,0,2,0,0,22,41,1,0,0,3,4,30713493,30723627
LAPTM5,ENSG00000162511,1,85,1,2,0,1,11,0,0,0,2,0,0,14,37,0,1,0,18,1,30733496,30757821
SDC3,ENSG00000162512,1,98,0,0,0,3,24,0,0,0,0,0,0,31,13,2,0,0,8,17,30873116,30908677
PUM1,ENSG00000134644,1,294,2,3,0,1,50,0,0,1,7,1,0,26,192,1,0,0,2,13,30933112,31065865
NKAIN1,ENSG00000084628,1,58,0,4,0,4,10,0,0,0,2,0,0,3,32,0,0,0,7,0,31181610,31239630
SNRNP40,ENSG00000060688,1,96,2,2,0,5,6,0,1,0,2,0,0,12,62,0,1,0,3,4,31259992,31296839
ZCCHC17,ENSG00000121766,1,68,3,1,0,0,4,0,0,1,1,1,0,9,29,0,1,20,2,0,31310180,31369630
FABP3,ENSG00000121769,1,7,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,2,31372857,31373091
SERINC2,ENSG00000168528,1,234,2,10,0,9,15,0,0,0,4,1,0,31,137,1,1,0,1,34,31409752,31434255
TINAGL1,ENSG00000142910,1,149,0,1,0,1,9,0,0,0,2,0,0,19,112,0,0,0,6,0,31577161,31587093
HCRTR1,ENSG00000121764,1,111,1,2,0,0,9,0,0,0,3,0,0,22,29,0,1,34,11,2,31619123,31635403
PEF1,ENSG00000162517,1,23,1,1,0,3,0,0,0,1,0,0,0,1,16,0,0,0,0,2,31644337,31644963
COL16A1,ENSG00000084636,1,521,6,18,0,0,43,0,1,0,15,4,0,68,359,0,1,13,17,0,31652555,31702255
ADGRB2,ENSG00000121753,1,312,0,6,0,8,86,0,0,0,7,0,0,41,132,1,0,0,3,34,31727336,31764875
SPOCD1,ENSG00000134668,1,151,2,3,0,36,26,1,1,0,0,0,0,45,41,0,0,0,1,0,31790514,31815428
PTP4A2,ENSG00000184007,1,34,0,0,0,0,9,0,0,0,4,0,0,3,6,0,0,6,0,6,31908874,31919159
KHDRBS1,ENSG00000121774,1,68,1,0,0,0,18,0,0,0,3,0,0,5,36,0,1,0,0,5,32013898,32042558
TMEM39B,ENSG00000121775,1,114,0,3,0,0,29,0,0,0,6,0,0,11,65,1,0,0,0,2,32072984,32102564
KPNA6,ENSG00000025800,1,129,0,2,0,0,7,0,0,0,4,0,0,4,92,0,0,14,5,3,32108071,32181560
TXLNA,ENSG00000084652,1,55,0,1,0,0,5,0,0,0,2,0,0,12,28,0,0,7,1,0,32181605,32202173
CCDC28B,ENSG00000160050,1,93,1,3,0,0,6,0,0,0,0,1,0,6,8,0,0,71,1,0,32203781,32209414
IQCC,ENSG00000160051,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,32211213,32212887
TMEM234,ENSG00000160055,1,47,1,0,0,0,2,0,1,0,1,0,0,8,1,0,0,21,13,0,32214697,32217361
EIF3I,ENSG00000084623,1,102,0,1,0,29,6,0,0,0,3,0,0,7,48,0,0,0,2,7,32217417,32231247
LCK,ENSG00000182866,1,98,0,0,0,28,12,0,0,0,4,0,0,9,42,0,0,0,1,2,32247345,32285729
HDAC1,ENSG00000116478,1,119,1,1,0,4,8,0,0,0,4,0,0,5,52,0,1,40,1,4,32292073,32336129
MARCKSL1,ENSG00000175130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32332724,32332724
BSDC1,ENSG00000160058,1,211,1,3,0,0,6,0,1,0,1,0,0,14,41,1,0,94,53,0,32361347,32394398
ZBTB8B,ENSG00000273274,1,52,0,2,0,0,12,0,0,0,0,0,0,15,23,0,0,0,1,1,32470526,32485487
ZBTB8A,ENSG00000160062,1,29,0,0,0,0,11,0,0,0,0,0,0,11,5,0,0,0,2,0,32592956,32600488
ZBTB8OS,ENSG00000176261,1,37,0,2,0,0,3,0,0,0,0,0,0,4,25,0,0,0,4,1,32621766,32634878
RBBP4,ENSG00000162521,1,90,0,4,0,13,11,0,0,0,3,0,0,1,58,0,0,0,0,4,32650348,32672915
SYNC,ENSG00000162520,1,100,1,0,0,0,10,0,0,0,1,0,0,20,17,0,1,39,11,1,32679710,32702693
KIAA1522,ENSG00000162522,1,78,3,1,0,3,13,0,1,0,2,0,0,19,31,1,2,0,0,6,32741884,32770188
YARS,ENSG00000134684,1,148,1,4,0,0,13,0,1,0,3,0,0,20,41,0,0,68,2,0,32770311,32810913
S100PBP,ENSG00000116497,1,71,4,2,0,10,4,0,1,0,1,1,1,16,26,1,1,6,3,0,32817104,32863829
FNDC5,ENSG00000160097,1,50,0,1,0,0,1,0,0,0,2,0,0,7,24,0,0,13,3,0,32863946,32870833
HPCA,ENSG00000121905,1,30,0,0,0,0,19,0,0,0,0,0,0,2,8,0,0,0,0,1,32888831,32889352
TMEM54,ENSG00000121900,1,71,2,0,0,0,5,0,1,0,2,0,0,10,24,0,1,26,1,1,32893428,32901307
RNF19B,ENSG00000116514,1,122,1,2,0,4,48,0,0,0,3,0,1,17,41,4,0,0,4,0,32936730,32964772
AK2,ENSG00000004455,1,159,6,2,0,0,15,0,2,1,5,1,1,14,47,0,1,55,13,4,33010749,33036906
AZIN2,ENSG00000142920,1,87,1,5,0,2,10,0,1,0,1,0,0,30,40,0,0,0,3,0,33082167,33120214
TRIM62,ENSG00000116525,1,95,0,3,0,8,48,0,0,0,1,0,0,11,21,0,0,0,3,3,33147086,33181533
ZNF362,ENSG00000160094,1,89,0,4,0,0,28,0,0,0,5,0,0,10,38,2,0,0,4,2,33270512,33299098
A3GALT2,ENSG00000184389,1,59,3,1,0,0,8,0,1,0,1,0,0,21,23,0,2,3,0,0,33306697,33312990
PHC2,ENSG00000134686,1,256,1,1,0,19,21,0,0,0,2,1,0,33,148,2,0,5,3,22,33320983,33375600
ZSCAN20,ENSG00000121903,1,95,1,6,0,0,30,0,0,1,1,0,0,24,18,0,0,17,3,1,33479243,33495575
CSMD2,ENSG00000121904,1,670,4,15,0,8,106,0,1,0,20,0,0,152,358,0,3,8,5,9,33519488,34165909
C1orf94,ENSG00000142698,1,76,1,2,0,0,15,0,0,0,5,1,0,28,24,0,0,0,1,2,34177762,34218810
GJB5,ENSG00000189280,1,86,5,1,0,0,8,0,4,0,0,0,1,17,1,0,0,51,1,3,34757278,34762115
GJB3,ENSG00000188910,1,48,0,0,0,0,23,0,0,0,0,0,0,20,1,0,0,0,3,1,34784692,34785628
GJA4,ENSG00000187513,1,34,1,3,0,0,18,0,1,0,1,0,0,12,1,0,0,0,1,0,34794160,34795281
SMIM12,ENSG00000163866,1,27,1,0,0,0,3,0,1,0,2,0,0,3,3,0,0,0,15,0,34855036,34856074
DLGAP3,ENSG00000116544,1,156,1,1,0,0,74,0,0,0,2,0,0,36,35,1,1,0,7,0,34866026,34905330
TMEM35B,ENSG00000243749,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34981964,34981964
ZMYM6,ENSG00000163867,1,182,2,1,0,0,29,0,1,0,5,0,0,37,47,0,1,58,3,1,34981997,35030706
ZMYM1,ENSG00000197056,1,84,0,5,0,0,17,0,0,0,2,0,0,26,32,1,0,0,6,0,35094050,35115349
SFPQ,ENSG00000116560,1,318,0,6,0,0,38,0,0,0,4,0,0,13,62,5,0,144,47,5,35177938,35193141
ZMYM4,ENSG00000146463,1,279,0,1,0,0,63,0,0,0,7,0,0,29,170,0,0,0,6,4,35269002,35419771
KIAA0319L,ENSG00000142687,1,138,0,4,0,4,18,0,0,0,8,0,0,29,75,0,0,0,4,0,35434816,35507235
NCDN,ENSG00000020129,1,124,0,2,0,7,37,0,0,0,3,0,0,15,51,0,0,0,5,6,35554312,35565754
